Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,Quality_x_Area,Quality_x_TotalSF,Bath_x_Area,Garage_x_Quality,GrLivArea_to_LotArea,1stFlr_to_GrLivArea,GarageArea_to_GrLivArea,BsmtArea_to_GrLivArea,AvgRoomSize,TotalBathrooms,EffectiveAge,TotalPorchSF,AgeCategory,IsNew,Has2ndFloor,HasBasement,HasFireplace,HasPool,HasMasVnrArea,HasPorch,QualityCategory,NeighborhoodCategory,SalePrice
492,50,RL,79.0,9490,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,165,238,806,GasA,TA,Y,FuseA,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0,32,0,0,0,,MnPrv,,0,8,2006,WD,Normal,2384,69,9468.0,14304.0,1578.0,6.0,0.1662802950298967,0.6070975915037404,0.15209125465646942,0.5107731302213098,315.5999368800126,2.0,56,32,Very_Old,False,True,True,True,False,False,True,Medium,Medium,133000
1205,20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,GasA,Ex,Y,SBrkr,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1975.0,RFn,2,495,TA,TA,Y,0,88,0,0,0,0,,MnPrv,,0,7,2006,WD,Normal,2130,35,5370.0,10650.0,1611.0,10.0,0.10591715975286813,0.9999999990689012,0.4608938543194656,0.9832402225481933,178.99997016667163,2.5,31,88,Old,False,False,True,False,False,False,True,Medium,Medium,153500
277,20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,GasA,Ex,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,Fin,2,573,TA,TA,Y,100,150,0,0,0,0,,,,0,4,2010,WD,Normal,3120,7,10920.0,21840.0,3120.0,14.0,0.1696389734482776,0.9999999993589743,0.3673076920722386,0.9999999993589743,222.8571110204127,2.0,7,250,New,False,False,True,False,False,False,True,Medium,Medium,201000
990,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,770,770,GasA,Ex,Y,SBrkr,778,798,0,1576,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2006.0,RFn,2,614,TA,TA,Y,0,50,0,0,0,0,,,,0,8,2006,New,Partial,2346,4,11032.0,16422.0,3940.0,14.0,0.19396923074535763,0.4936548220217926,0.38959390838223734,0.4885786798930338,262.6666228888962,2.5,0,50,New,True,True,True,False,False,False,True,Medium,High,197000
58,60,RL,89.0,11645,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,,,,0,8,2006,WD,Normal,2580,6,12040.0,18060.0,4300.0,14.0,0.1477028767584626,0.4999999997093023,0.3284883719020416,0.4999999997093023,245.7142506122499,2.5,2,70,New,False,True,True,False,False,False,True,Medium,Medium,196500
295,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,1416,GasA,TA,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2,418,TA,TA,Y,110,0,0,0,0,0,,,,0,10,2009,WD,Normal,3060,57,9864.0,18360.0,1644.0,12.0,0.17124999998216145,0.9999999993917275,0.254257907387921,0.861313868089225,234.85710930612723,2.0,56,110,Very_Old,False,False,True,True,False,True,True,Medium,Medium,167000
981,85,RL,,12122,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867,Unf,0,77,944,GasA,Gd,Y,SBrkr,999,0,0,999,1,0,1,0,3,1,Ex,6,Typ,0,,Attchd,1961.0,RFn,2,588,TA,TA,Y,144,76,0,0,0,0,,,,0,7,2008,WD,Normal,1943,49,6993.0,13601.0,999.0,14.0,0.08241214320389274,0.999999998998999,0.5885885879994108,0.9449449439990542,166.49997225000462,2.0,1,220,Old,False,False,True,False,False,True,True,Medium,Medium,178400
620,60,RL,85.0,12244,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,Unf,0,611,1482,GasA,Ex,Y,SBrkr,1482,780,0,2262,1,0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,,,,0,8,2008,WD,Normal,3744,7,18096.0,29952.0,5655.0,24.0,0.18474354784508792,0.6551724135034606,0.3311228999420323,0.6551724135034606,226.19997738000228,3.5,5,168,New,False,True,True,True,False,True,True,High,High,305000
834,20,RL,100.0,10004,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,,,,0,2,2009,WD,Normal,3032,46,9096.0,18192.0,2274.0,12.0,0.1515393842311536,0.9999999993403693,0.31134564623262156,0.9999999993403693,252.66662455556258,1.5,45,152,Old,False,False,True,False,False,True,True,Medium,Medium,167000
87,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,,,,0,3,2009,WD,Normal,2244,5,9360.0,13464.0,3900.0,12.0,0.13097137099059933,0.43846153818047334,0.25641025624589087,0.43846153818047334,259.9999566666739,2.5,4,138,New,False,True,True,True,False,False,True,Medium,Medium,174000
556,45,RM,58.0,6380,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,993,993,GasA,TA,Y,FuseA,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1922.0,Unf,1,280,TA,TA,Y,0,0,116,0,0,0,,,,0,8,2006,WD,Normal,2041,88,5240.0,10205.0,1048.0,5.0,0.16426332285826592,0.9999999990458014,0.2671755722641454,0.9475190830653443,209.59995808000838,1.0,56,116,Very_Old,False,False,True,True,False,False,True,Medium,Low,113000
1297,20,RL,80.0,8700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,,MnPrv,,0,12,2008,WD,Normal,2248,47,5640.0,11240.0,2256.0,10.0,0.1296551723988902,0.999999999113475,0.4654255315022823,0.9929078005382022,187.9999686666719,3.0,45,335,Old,False,False,True,False,False,True,True,Medium,Medium,155000
649,60,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,GasA,TA,Y,SBrkr,1051,788,0,1839,0,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1966.0,Unf,2,442,TA,TA,Y,0,124,216,0,0,0,,,,0,6,2010,WD,Normal,2595,44,11034.0,15570.0,2758.5,12.0,0.2388311688001518,0.571506253087816,0.24034801509497117,0.41109298509456604,262.7142481836788,1.5,44,340,Old,False,True,True,True,False,True,True,Medium,Medium,155000
106,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,,,,0,8,2008,WD,Normal,3045,7,15936.0,24360.0,4980.0,16.0,0.21247999997733547,0.5286144575659566,0.3253012046559733,0.5286144575659566,221.3333087407435,2.5,4,185,New,False,True,True,True,False,True,True,High,High,250000
1050,20,RL,60.0,11100,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,Gd,6,Typ,0,,Detchd,1946.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD,Abnorml,930,64,3720.0,3720.0,930.0,4.0,0.08378378377623569,0.9999999989247312,0.3311827953428142,0.0,154.99997416667097,1.0,4,0,Very_Old,False,False,False,False,False,False,False,Low,Low,84900
192,60,RL,,7472,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,GasA,Gd,Y,SBrkr,725,754,0,1479,1,0,1,1,4,1,Gd,7,Typ,0,,Attchd,1972.0,Fin,2,484,TA,TA,Y,0,32,0,0,0,0,,,,0,6,2007,WD,Normal,2204,38,10353.0,15428.0,2218.5,14.0,0.19793897213625014,0.490196078099935,0.32724814041430145,0.490196078099935,211.2856841020451,2.5,3,32,Old,False,True,True,False,False,True,True,Medium,Medium,184000
732,80,RL,73.0,9590,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,GasA,Ex,Y,SBrkr,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,22,0,0,0,0,,,,0,5,2007,WD,Normal,2014,7,8022.0,14098.0,2292.0,14.0,0.11949947861110537,0.9999999991273996,0.38219895254607417,0.7574171023059186,190.99996816667198,3.0,4,182,New,False,False,True,True,False,True,True,Medium,High,187500
143,50,RL,71.0,8520,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,,Detchd,2000.0,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,2295,58,6925.0,11475.0,2770.0,10.0,0.16255868542692972,0.6570397107169388,0.519855595292523,0.6570397107169388,230.8332948611175,2.0,58,0,Very_Old,False,True,True,False,False,False,False,Medium,Medium,166000
437,50,RM,40.0,4400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Normal,1766,90,6708.0,10596.0,1118.0,12.0,0.2540909090331611,0.6565295164073975,0.39355992809162793,0.5796064395531247,186.33330227778296,1.0,56,0,Very_Old,False,True,True,False,False,False,False,Medium,Low,116000
397,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,,,,0,9,2009,WD,Normal,1788,38,4470.0,8940.0,894.0,10.0,0.12416666664942129,0.9999999988814318,0.6711409388465985,0.9999999988814318,148.9999751666708,1.0,37,215,Old,False,False,True,False,False,False,True,Medium,Medium,123000
988,20,RL,83.0,10159,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1646,Unf,0,284,1930,GasA,Ex,Y,SBrkr,1940,0,0,1940,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2010.0,Fin,3,606,TA,TA,Y,168,95,0,0,0,0,,,,0,4,2010,New,Partial,3870,1,17460.0,34830.0,4850.0,27.0,0.1909636775085182,0.999999999484536,0.31237113385960247,0.9948453603119354,242.4999696875038,3.5,0,263,New,False,False,True,True,False,True,True,High,High,395192
464,70,RL,74.0,11988,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,2375,76,9960.0,14250.0,2490.0,6.0,0.13847180512692092,0.5114457828244302,0.14457831316591666,0.4307228913067934,276.6666205555632,1.5,13,0,Very_Old,False,True,True,True,False,False,False,Medium,High,188700
1010,50,RL,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Ex,Y,SBrkr,1008,0,514,1522,0,0,2,0,4,1,TA,7,Typ,0,,,0.0,,0,0,,,P,0,0,138,0,0,0,,,,0,6,2006,WD,Normal,2016,84,7610.0,10080.0,3044.0,0.0,0.25366666662438886,0.6622864647422559,0.0,0.6622864647422559,217.42854036735136,2.0,56,138,Very_Old,False,False,True,False,False,False,True,Medium,Medium,102000
1091,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,Slab,,,,,0,,0,0,0,Wall,Fa,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1987.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,1040,60,3120.0,3120.0,2080.0,6.0,0.12172284642770097,0.9999999990384615,0.3846153842455621,0.0,173.33330444444925,2.0,59,0,Very_Old,False,False,False,False,False,False,False,Low,Medium,92900
209,60,RL,,14364,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,GasA,Ex,Y,SBrkr,1180,882,0,2062,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2,454,TA,TA,Y,60,55,0,0,154,0,,,,0,4,2007,WD,Normal,3219,22,14434.0,22533.0,5155.0,14.0,0.14355332775386012,0.5722599415265471,0.2201745876720783,0.5611057223273008,294.5713864898019,3.5,18,269,Mid,False,True,True,True,False,True,True,Medium,Medium,277000
223,60,RL,85.0,11475,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,208,0,0,0,0,,MnPrv,,0,2,2006,WD,Normal,2265,35,9312.0,13590.0,3880.0,12.0,0.13525054465052283,0.5225515460550569,0.27963917507755204,0.4594072161988355,258.66662355556275,3.5,31,417,Old,False,True,True,True,False,False,True,Medium,Medium,179900
1457,20,RL,85.0,13175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,119.0,TA,TA,CBlock,Gd,TA,No,ALQ,790,Rec,163,589,1542,GasA,TA,Y,SBrkr,2073,0,0,2073,1,0,2,0,3,1,TA,7,Min1,2,TA,Attchd,1978.0,Unf,2,500,TA,TA,Y,349,0,0,0,0,0,,MnPrv,,0,2,2010,WD,Normal,3615,32,12438.0,21690.0,4146.0,12.0,0.15734345349849385,0.9999999995176074,0.24119633369937468,0.7438494931288715,296.14281483674074,3.0,22,349,Old,False,False,True,True,False,True,True,Medium,Medium,210000
245,60,RL,,8880,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,Ex,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,,,,0,5,2010,WD,Normal,3058,16,14770.0,21406.0,5275.0,14.0,0.23761261258585442,0.5791469191568024,0.21943127951685723,0.44928909931313316,263.74996703125413,3.5,8,130,Mid,False,True,True,True,False,False,True,Medium,Medium,205000
313,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,793,GasA,TA,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD,Normal,1911,71,5590.0,9555.0,1118.0,10.0,0.14333333331495726,0.7093023249469567,0.3667262966308351,0.7093023249469567,223.59995528000894,2.0,56,271,Very_Old,False,True,True,True,False,False,True,Medium,Low,119900
213,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,,,,0,7,2009,New,Partial,2752,1,12964.0,19264.0,4630.0,14.0,0.2143518518270426,0.5032397405490066,0.3477321812377256,0.48596112284775317,264.5713907755156,3.5,0,276,New,True,True,True,True,False,False,True,Medium,High,252678
1243,85,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2,528,TA,TA,Y,0,120,0,0,0,0,,MnPrv,,0,1,2010,WD,Family,2226,36,8211.0,15582.0,2346.0,14.0,0.11039999998960941,0.9999999991474849,0.4501278768541109,0.8976982089533688,195.4999674166721,3.0,36,120,Old,False,False,True,True,False,True,True,Medium,Medium,170000
831,20,RL,80.0,11900,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,,,,0,6,2008,WD,Normal,2784,53,8352.0,16704.0,2088.0,12.0,0.11697478990613656,0.9999999992816091,0.32902298826938003,0.9999999992816091,231.99996133333977,2.5,51,192,Very_Old,False,False,True,True,False,True,True,Medium,Medium,166000
432,50,RM,60.0,5586,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,,,0.0,,0,0,,,N,0,98,0,0,0,0,,MnPrv,,0,9,2008,ConLD,Abnorml,2099,90,7188.0,12594.0,1198.0,0.0,0.21446473322333248,0.9081802997427543,0.0,0.7520868107244684,171.14283269388105,1.0,10,98,Very_Old,False,True,True,False,False,False,True,Medium,Low,79900
324,20,RM,49.0,5820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,1162,GasA,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1,220,Fa,TA,Y,142,98,0,0,0,0,,,,0,7,2006,WD,Normal,2325,55,3489.0,6975.0,1163.0,3.0,0.19982817865982333,0.9999999991401547,0.18916594996632333,0.999140153913035,193.83330102778316,2.0,1,240,Very_Old,False,False,True,False,False,False,True,Low,Low,126175
260,20,RM,70.0,12702,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,PConc,,,,,0,,0,0,0,GasA,Gd,Y,FuseA,882,0,0,882,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,308,TA,TA,Y,0,45,0,0,0,0,,,,0,12,2008,WD,Normal,882,54,4410.0,4410.0,882.0,5.0,0.06943788379236042,0.9999999988662132,0.3492063488104236,0.0,220.49994487501377,1.0,52,45,Very_Old,False,False,False,False,False,False,True,Medium,Low,97000
327,120,RL,32.0,10846,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,GasA,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Y,122,30,0,0,0,0,,,,0,5,2008,Con,Normal,3438,17,13752.0,27504.0,2578.5,16.0,0.15849160979545532,0.9999999994182663,0.27515997657058755,0.9999999994182663,286.49995225000794,3.5,15,152,Mid,False,False,True,True,False,False,True,High,Medium,324000
1216,20,RL,99.0,7094,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1966.0,RFn,1,384,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2007,WD,Normal,1788,44,4470.0,8940.0,894.0,5.0,0.12602199039667014,0.9999999988814318,0.42953020086182303,0.9999999988814318,178.79996424000714,1.0,41,0,Old,False,False,True,False,False,False,False,Medium,Low,125000
